[206045465, 237134557, 98501963, 193035196, 7380439]
[206045465, 25751687, 125958478, 78296307, 75256724, 95440770]
[206045465, 237134557, 98501963, 193035196, 7380439, 77732330]
[206045465, 237134557, 98501963, 193035196, 7380439, 242347603]
[206045465, 237134557, 98501963, 193035196, 127476587, 56732185]
[206045465, 237134557, 98501963, 193035196, 127476587, 123430636]
[93013133, 79078986, 20365635, 126967462, 140208641]
[206045465, 237134557, 98501963, 193035196, 86116500, 172001041]
[93013133, 79078986, 27477927, 85043021, 236177433, 63860090]
[206045465, 25751687, 125958478, 194460356, 135388072, 183074847]
[93013133, 79078986, 27477927, 85043021, 236177433, 130752031]
[206045465, 25751687, 125958478, 78296307, 75256724, 61971755]
[93013133, 79078986, 27477927, 85043021, 84166967, 187746466]
[206045465, 237134557, 98501963, 193035196, 217614723, 103218149]
[206045465, 237134557, 98501963, 193035196, 217614723, 117085346]
[206045465, 237134557, 98501963, 193035196, 127476587, 190723487]
[93013133, 79078986, 27477927, 85043021, 84166967, 88586278]
[93013133, 79078986, 27477927, 85043021, 84166967, 81294703]
[206045465, 25751687, 125958478, 78296307, 75256724, 102926211]
[93013133, 79078986, 27477927, 85043021, 84166967, 74467695]
[206045465, 237134557, 98501963, 193035196, 7380439, 64712626]
[93013133, 79078986, 27477927, 85043021, 84166967, 52627699]
[93013133, 79078986, 20365635, 126967462, 228345691]
[93013133, 79078986, 27477927, 85043021, 236177433, 236281324]
[93013133, 79078986, 27477927, 85043021, 84166967, 2530141]
[93013133, 79078986, 20365635, 126967462, 115210549]
[206045465, 237134557, 98501963, 193035196, 217614723, 132695239]
[93013133, 79078986, 27477927, 85043021, 236177433, 121526238]
[206045465, 237134557, 98501963, 193035196, 127476587, 90972025]
[93013133, 79078986, 20365635, 126967462, 179682725, 172610688]
[206045465, 237134557, 98501963, 193035196, 86116500, 237579820]
[93013133, 79078986, 20365635, 126967462, 2720625]
[206045465, 237134557, 98501963, 193035196, 7380439, 237320256]
[206045465, 237134557, 98501963, 193035196, 127476587, 121773139]
[206045465, 237134557, 98501963, 193035196, 86116500, 39653314]
[93013133, 79078986, 27477927, 85043021, 84166967, 209542050]
[206045465, 25751687, 125958478, 194460356, 135388072, 66122579]
[206045465, 25751687, 125958478, 194460356, 135388072, 187521330]
[93013133, 79078986, 27477927, 85043021, 84166967, 205122398]
[206045465, 237134557, 98501963, 193035196, 217614723, 46286744]
[206045465, 237134557, 98501963, 193035196, 127476587, 196136599]
[206045465, 237134557, 98501963, 193035196, 7380439, 22691925]
[206045465, 237134557, 98501963, 193035196, 217614723, 49799748]
[93013133, 79078986, 27477927, 85043021, 236177433, 88889466]
[206045465, 25751687, 125958478, 78296307, 75256724, 4877338]
[206045465, 25751687, 125958478, 194460356, 135388072, 4797273]
[93013133, 79078986, 27477927, 85043021, 236177433, 111350877]
[93013133, 79078986, 27477927, 85043021, 84166967, 131167752]
[93013133, 79078986, 27477927, 85043021, 236177433, 220774826]
[206045465, 25751687, 125958478, 194460356, 135388072, 221923234]
[206045465, 25751687, 125958478, 78296307, 75256724, 203136022]
[206045465, 237134557, 98501963, 193035196, 7380439, 74218572]
[206045465, 25751687, 125958478, 194460356, 135388072, 56581747]
[93013133, 79078986, 27477927, 85043021, 84166967, 242084518]
[93013133, 79078986, 20365635, 126967462, 179682725, 117197382]
[206045465, 237134557, 98501963, 193035196, 7380439, 118684734]
[93013133, 79078986, 20365635, 126967462, 179682725, 221889075]
[206045465, 237134557, 98501963, 193035196, 217614723, 28302004]
[93013133, 79078986, 27477927, 85043021, 236177433, 138944597]
[206045465, 237134557, 98501963, 193035196, 86116500, 169124405]
[206045465, 25751687, 125958478, 194460356, 135388072, 87242712]
[93013133, 79078986, 20365635, 126967462, 79050020]
[93013133, 79078986, 20365635, 126967462, 179682725, 13926889]
[93013133, 79078986, 27477927, 85043021, 84166967, 31243385]
[93013133, 79078986, 27477927, 85043021, 236177433, 62610479]
[206045465, 237134557, 98501963, 193035196, 86116500, 82284927]
[206045465, 237134557, 98501963, 193035196, 7380439, 232970674]
[206045465, 237134557, 98501963, 193035196, 127476587, 40326468]
[93013133, 79078986, 20365635, 126967462, 96480943]
[206045465, 237134557, 98501963, 193035196, 7380439, 216916738]
[93013133, 79078986, 27477927, 85043021, 236177433, 14840358]
[93013133, 79078986, 20365635, 126967462, 230367268]
[93013133, 79078986, 27477927, 85043021, 84166967, 196302531]
[206045465, 25751687, 125958478, 194460356, 135388072, 91346576]
[206045465, 237134557, 98501963, 193035196, 86116500, 184488685]
[206045465, 237134557, 98501963, 193035196, 127476587, 69894912]
[93013133, 79078986, 27477927, 85043021, 84166967, 14712238]
[206045465, 237134557, 98501963, 193035196, 86116500, 8723276]
[93013133, 79078986, 20365635, 126967462, 241609003]
[93013133, 79078986, 27477927, 85043021, 236177433, 197727206]
[206045465, 237134557, 98501963, 193035196, 217614723, 119578399]
[206045465, 25751687, 125958478, 78296307, 75256724, 132710917]
[206045465, 237134557, 98501963, 193035196, 217614723, 63867822]
[206045465, 25751687, 125958478, 78296307, 75256724, 69273377]
[93013133, 79078986, 20365635, 126967462, 179682725, 209411456]
[206045465, 237134557, 98501963, 193035196, 7380439, 190881920]
[206045465, 25751687, 125958478, 78296307, 75256724, 130928997]
[206045465, 25751687, 125958478, 194460356, 135388072, 23505714]
[206045465, 237134557, 98501963, 193035196, 7380439, 19233625]
[93013133, 79078986, 20365635, 126967462, 184753870]
[206045465, 237134557, 98501963, 193035196, 127476587, 86882517]
[206045465, 237134557, 98501963, 193035196, 7380439, 203279028]
[93013133, 79078986, 20365635, 126967462, 179682725, 213798667]
[93013133, 79078986, 20365635, 126967462, 179682725, 130264674]
[93013133, 79078986, 27477927, 85043021, 84166967, 218825242]
[206045465, 237134557, 98501963, 193035196, 127476587, 16777698]
[206045465, 25751687, 125958478, 194460356, 135388072, 470881]
[206045465, 237134557, 98501963, 193035196, 86116500, 32562010]
[206045465, 25751687, 125958478, 78296307, 75256724, 136841524]
[206045465, 237134557, 98501963, 193035196, 217614723, 44772304]
[93013133, 79078986, 27477927, 85043021, 84166967, 34072542]
[93013133, 79078986, 20365635, 126967462, 179682725, 24151159]
[206045465, 25751687, 125958478, 78296307, 75256724, 7591947]
[206045465, 25751687, 125958478, 78296307, 75256724, 69214481]
[93013133, 79078986, 20365635, 126967462, 40509135]
[93013133, 79078986, 27477927, 85043021, 84166967, 158600567]
[206045465, 237134557, 98501963, 193035196, 7380439, 57979649]
[206045465, 237134557, 98501963, 193035196, 7380439, 41430330]
[93013133, 79078986, 20365635, 126967462, 179682725, 198174751]
[93013133, 79078986, 20365635, 126967462, 188184603]
[93013133, 79078986, 20365635, 126967462, 206472012]
[206045465, 25751687, 125958478, 78296307, 75256724, 18725018]
[206045465, 237134557, 98501963, 193035196, 217614723, 87306438]
[93013133, 79078986, 27477927, 85043021, 84166967, 106287580]
[93013133, 79078986, 27477927, 85043021, 84166967, 162518944]
[206045465, 237134557, 98501963, 193035196, 127476587, 121505997]
[93013133, 79078986, 20365635, 126967462, 68309991]
[93013133, 79078986, 27477927, 85043021, 236177433, 221176549]
[206045465, 237134557, 98501963, 193035196, 217614723, 10954672]
[206045465, 25751687, 125958478, 78296307, 75256724, 105958625]
[206045465, 237134557, 98501963, 193035196, 86116500, 158001146]
[93013133, 79078986, 27477927, 85043021, 236177433, 214378299]
[206045465, 237134557, 98501963, 193035196, 86116500, 208028786]
[206045465, 25751687, 125958478, 78296307, 75256724, 158719793]
[206045465, 237134557, 98501963, 193035196, 86116500, 39893286]
[206045465, 237134557, 98501963, 193035196, 217614723, 15495140]
[93013133, 79078986, 20365635, 126967462, 179682725, 169351062]
[93013133, 79078986, 20365635, 126967462, 177966107]
[93013133, 79078986, 20365635, 126967462, 179682725, 201562875]
[206045465, 25751687, 125958478, 78296307, 75256724, 104457706]
[93013133, 79078986, 20365635, 126967462, 226410423]
[93013133, 79078986, 20365635, 126967462, 179682725, 223772044]
[206045465, 237134557, 98501963, 193035196, 217614723, 89620591]
[206045465, 25751687, 125958478, 78296307, 75256724, 122558822]
[93013133, 79078986, 20365635, 126967462, 179682725, 156978081]
[206045465, 237134557, 98501963, 193035196, 217614723, 123600969]
[206045465, 25751687, 125958478, 78296307, 75256724, 150347221]
[206045465, 237134557, 98501963, 193035196, 7380439, 235222473]
[206045465, 237134557, 98501963, 193035196, 86116500, 71610086]
[93013133, 79078986, 20365635, 126967462, 179682725, 78339602]
[206045465, 25751687, 125958478, 78296307, 75256724, 233066817]
[206045465, 25751687, 125958478, 78296307, 75256724, 66017463]
[93013133, 79078986, 27477927, 85043021, 236177433, 44969082]
[206045465, 25751687, 125958478, 194460356, 135388072, 9270131]
[93013133, 79078986, 20365635, 126967462, 179682725, 1445749]
[206045465, 237134557, 98501963, 193035196, 127476587, 151673478]
[93013133, 79078986, 20365635, 126967462, 179682725, 31384659]
[206045465, 237134557, 98501963, 193035196, 217614723, 216030951]
[206045465, 237134557, 98501963, 193035196, 127476587, 173382459]
[93013133, 79078986, 27477927, 85043021, 84166967, 133497013]
[206045465, 237134557, 98501963, 193035196, 217614723, 213122747]
[206045465, 237134557, 98501963, 193035196, 127476587, 4363776]
[206045465, 237134557, 98501963, 193035196, 7380439, 40117133]
[206045465, 237134557, 98501963, 193035196, 86116500, 31620720]
[93013133, 79078986, 20365635, 126967462, 179682725, 130813482]
[206045465, 237134557, 98501963, 193035196, 86116500, 84442909]
[206045465, 237134557, 98501963, 193035196, 86116500, 119951646]
[93013133, 79078986, 27477927, 85043021, 236177433, 18933164]
[93013133, 79078986, 20365635, 126967462, 179682725, 64635294]
[206045465, 237134557, 98501963, 193035196, 127476587, 106136893]
[206045465, 237134557, 98501963, 193035196, 7380439, 171141175]
[93013133, 79078986, 27477927, 85043021, 84166967, 66465034]
[93013133, 79078986, 27477927, 85043021, 236177433, 234055008]
[93013133, 79078986, 20365635, 126967462, 179682725, 225354799]
[93013133, 79078986, 20365635, 126967462, 179682725, 193102020]
[206045465, 237134557, 98501963, 193035196, 217614723, 30208821]
[206045465, 237134557, 98501963, 193035196, 127476587, 157059393]
[206045465, 237134557, 98501963, 193035196, 86116500, 238125888]
[206045465, 25751687, 125958478, 78296307, 75256724, 98863225]
[206045465, 237134557, 98501963, 193035196, 127476587, 72911107]
[206045465, 237134557, 98501963, 193035196, 86116500, 42411700]
[206045465, 237134557, 98501963, 193035196, 127476587, 9040183]
[206045465, 237134557, 98501963, 193035196, 86116500, 141421866]
[206045465, 25751687, 125958478, 78296307, 75256724, 133030029]
[206045465, 237134557, 98501963, 193035196, 86116500, 15143300]
[206045465, 25751687, 125958478, 194460356, 135388072, 18262852]
[206045465, 237134557, 98501963, 193035196, 127476587, 240601219]
[93013133, 79078986, 27477927, 85043021, 84166967, 19444592]
[206045465, 25751687, 125958478, 194460356, 135388072, 96712957]
[93013133, 79078986, 20365635, 126967462, 176650012]
[206045465, 237134557, 98501963, 193035196, 7380439, 145617590]
[206045465, 237134557, 98501963, 193035196, 217614723, 70558731]
[206045465, 237134557, 98501963, 193035196, 217614723, 36168023]
[93013133, 79078986, 27477927, 85043021, 84166967, 80998206]
[93013133, 79078986, 27477927, 85043021, 236177433, 215860685]
[206045465, 25751687, 125958478, 194460356, 135388072, 127245976]
[93013133, 79078986, 20365635, 126967462, 179682725, 233925362]
[206045465, 237134557, 98501963, 193035196, 86116500, 227286060]
[206045465, 237134557, 98501963, 193035196, 7380439, 207603903]
[206045465, 237134557, 98501963, 193035196, 7380439, 213240843]
[206045465, 237134557, 98501963, 193035196, 86116500, 26496643]
[206045465, 25751687, 125958478, 78296307, 75256724, 229889048]
[206045465, 25751687, 125958478, 194460356, 135388072, 232623500]
[206045465, 25751687, 125958478, 78296307, 75256724, 98774622]
[93013133, 79078986, 27477927, 85043021, 84166967, 228326237]
[93013133, 79078986, 27477927, 85043021, 236177433, 13458102]
[93013133, 79078986, 20365635, 126967462, 179682725, 124585698]
[93013133, 79078986, 27477927, 85043021, 236177433, 129513589]
[93013133, 79078986, 27477927, 85043021, 84166967, 29924571]
[93013133, 79078986, 27477927, 85043021, 236177433, 173229149]
[206045465, 25751687, 125958478, 194460356, 135388072, 154072830]
[206045465, 237134557, 98501963, 193035196, 86116500, 123723166]
[93013133, 79078986, 27477927, 85043021, 84166967, 93218107]
[206045465, 237134557, 98501963, 193035196, 86116500, 54593943]
[93013133, 79078986, 27477927, 85043021, 84166967, 68799519]
[93013133, 79078986, 27477927, 85043021, 236177433, 150511175]
[93013133, 79078986, 20365635, 126967462, 231531879]
[206045465, 237134557, 98501963, 193035196, 217614723, 237227473]
[206045465, 237134557, 98501963, 193035196, 86116500, 104280017]
[93013133, 79078986, 27477927, 85043021, 236177433, 206660040]
[206045465, 237134557, 98501963, 193035196, 86116500, 242706787]
[206045465, 25751687, 125958478, 78296307, 75256724, 156512077]
[206045465, 237134557, 98501963, 193035196, 7380439, 235701409]
[93013133, 79078986, 27477927, 85043021, 84166967, 75621533]
[93013133, 79078986, 20365635, 126967462, 77476428]
[206045465, 25751687, 125958478, 194460356, 135388072, 45569503]
[206045465, 25751687, 125958478, 78296307, 75256724, 182519263]
[206045465, 25751687, 125958478, 194460356, 135388072, 56118653]
[206045465, 237134557, 98501963, 193035196, 217614723, 8033805]
[206045465, 25751687, 125958478, 78296307, 75256724, 227240133]
[206045465, 237134557, 98501963, 193035196, 127476587, 243170567]
[93013133, 79078986, 27477927, 85043021, 236177433, 111336576]
[206045465, 237134557, 98501963, 193035196, 217614723, 199683415]
[206045465, 237134557, 98501963, 193035196, 7380439, 247256325]
[206045465, 237134557, 98501963, 193035196, 7380439, 15233194]
[93013133, 79078986, 27477927, 85043021, 84166967, 127628901]
[206045465, 237134557, 98501963, 193035196, 127476587, 51295534]
[206045465, 25751687, 125958478, 194460356, 135388072, 68844106]
[206045465, 237134557, 98501963, 193035196, 86116500, 92026129]
[93013133, 79078986, 20365635, 126967462, 179682725, 82631124]
[206045465, 237134557, 98501963, 193035196, 7380439, 99728436]
[206045465, 237134557, 98501963, 193035196, 86116500, 227447109]
[93013133, 79078986, 20365635, 126967462, 179682725, 122761820]
[93013133, 79078986, 20365635, 126967462, 68466945]
[206045465, 25751687, 125958478, 194460356, 135388072, 142835381]
[206045465, 237134557, 98501963, 193035196, 86116500, 228226547]
[93013133, 79078986, 20365635, 126967462, 155285886]
[206045465, 237134557, 98501963, 193035196, 217614723, 131071628]
[206045465, 25751687, 125958478, 194460356, 135388072, 209038778]
[93013133, 79078986, 20365635, 126967462, 179682725, 32051182]
[206045465, 25751687, 125958478, 194460356, 135388072, 103066103]
[93013133, 79078986, 20365635, 126967462, 174526676]
[93013133, 79078986, 27477927, 85043021, 236177433, 80823782]
[93013133, 79078986, 27477927, 85043021, 84166967, 31658929]
[206045465, 25751687, 125958478, 194460356, 135388072, 187152722]
[93013133, 79078986, 20365635, 126967462, 64425854]
[206045465, 237134557, 98501963, 193035196, 127476587, 119511404]
[206045465, 237134557, 98501963, 193035196, 217614723, 47421500]
[206045465, 25751687, 125958478, 194460356, 135388072, 150293555]
[206045465, 237134557, 98501963, 193035196, 217614723, 11149408]
[206045465, 237134557, 98501963, 193035196, 86116500, 209514378]
[206045465, 237134557, 98501963, 193035196, 217614723, 195906021]
[206045465, 237134557, 98501963, 193035196, 86116500, 76144469]
[206045465, 237134557, 98501963, 193035196, 86116500, 50741453]
[93013133, 79078986, 27477927, 85043021, 84166967, 246732260]
[93013133, 79078986, 20365635, 126967462, 212926327]
[206045465, 25751687, 125958478, 78296307, 75256724, 246176852]
[93013133, 79078986, 20365635, 126967462, 67116062]
[206045465, 25751687, 125958478, 194460356, 135388072, 13149701]
