[93013133, 79078986, 20365635, 126967462]
[206045465, 237134557, 98501963, 193035196, 66757533]
[93013133, 79078986, 20365635, 126967462, 222143353]
[93013133, 79078986, 20365635, 126302347, 86812160]
[206045465, 237134557, 98501963, 193035196, 29567743]
[206045465, 237134557, 98501963, 224553800]
[93013133, 79078986, 20365635, 126302347, 85023799]
[206045465, 237134557, 150819137, 109197033, 215268809]
[93013133, 79078986, 27477927, 151118393, 102135528]
[206045465, 25751687, 125958478, 194460356, 76365179]
[206045465, 237134557, 98501963, 52473744]
[206045465, 25751687, 125958478, 78296307, 66324442]
[206045465, 237134557, 98501963, 92547088]
[206045465, 25751687, 125958478, 194460356, 72473055]
[206045465, 25751687, 125958478, 194460356, 99137962]
[206045465, 25751687, 125958478, 78296307, 140126177]
[206045465, 25751687, 125958478, 194460356, 9616604]
[206045465, 237134557, 98501963, 193035196, 120159136]
[93013133, 79078986, 27477927, 146897913, 54787376]
[206045465, 237134557, 150819137, 109197033, 178168162]
[206045465, 25751687, 125958478, 78296307, 240095937]
[206045465, 237134557, 98501963, 230728708]
[93013133, 79078986, 20365635, 126967462, 64756711]
[206045465, 237134557, 98501963, 67742625]
[93013133, 79078986, 20365635, 126302347, 154548799]
[93013133, 79078986, 27477927, 146897913, 78757989]
[206045465, 237134557, 98501963, 228255254]
[93013133, 79078986, 20365635, 126967462, 60806054]
[93013133, 79078986, 20365635, 126967462, 83631345]
[93013133, 79078986, 27477927, 146897913, 218532615]
[93013133, 79078986, 27477927, 146897913, 140121816]
[93013133, 79078986, 27477927, 151118393, 229306228]
[206045465, 25751687, 125958478, 194460356, 135955775]
[206045465, 237134557, 98501963, 248959541]
[206045465, 237134557, 150819137, 109197033, 230901436]
[93013133, 79078986, 27477927, 151118393, 220149909]
[93013133, 79078986, 20365635, 126967462, 80119755]
[206045465, 237134557, 98501963, 170898199]
[206045465, 25751687, 125958478, 194460356, 31855232]
[93013133, 79078986, 27477927, 85043021, 244174285]
[93013133, 79078986, 27477927, 85043021, 136375466]
[206045465, 237134557, 98501963, 193035196, 237906049]
[206045465, 25751687, 125958478, 78296307, 80097895]
[93013133, 79078986, 20365635, 126302347, 82062836]
[206045465, 237134557, 98501963, 96723614]
[206045465, 237134557, 150819137, 109197033, 62477250]
[206045465, 237134557, 98501963, 193035196, 230971674]
[206045465, 237134557, 150819137, 109197033, 235479]
[93013133, 79078986, 27477927, 85043021, 54890231]
[206045465, 25751687, 125958478, 194460356, 110984092]
[93013133, 79078986, 20365635, 126967462, 121444998]
[93013133, 79078986, 27477927, 146897913, 25305219]
[206045465, 237134557, 98501963, 193035196, 93291253]
[206045465, 25751687, 125958478, 194460356, 49789485]
[93013133, 79078986, 27477927, 151118393, 159480239]
[206045465, 237134557, 98501963, 194424786]
[93013133, 79078986, 27477927, 85043021, 121273766]
[206045465, 237134557, 98501963, 230668207]
[206045465, 237134557, 150819137, 109197033, 93302560]
[206045465, 25751687, 125958478, 194460356, 224133327]
[93013133, 79078986, 27477927, 85043021, 10166052]
[206045465, 25751687, 125958478, 78296307, 4767430]
[206045465, 25751687, 125958478, 78296307, 222899257]
[206045465, 25751687, 125958478, 78296307, 228352346]
[93013133, 79078986, 20365635, 126302347, 237193036]
[206045465, 237134557, 98501963, 193035196, 106854493]
[93013133, 79078986, 27477927, 151118393, 89421835]
[93013133, 79078986, 20365635, 126967462, 157499757]
[93013133, 79078986, 20365635, 126302347, 102318235]
[93013133, 79078986, 20365635, 126302347, 101151211]
[93013133, 79078986, 27477927, 146897913, 126444937]
[206045465, 25751687, 125958478, 78296307, 115368701]
[93013133, 79078986, 20365635, 126967462, 64213264]
[93013133, 79078986, 27477927, 151118393, 28608906]
[206045465, 25751687, 125958478, 194460356, 75880924]
[93013133, 79078986, 27477927, 85043021, 40919042]
[206045465, 237134557, 150819137, 109197033, 88795160]
[206045465, 237134557, 98501963, 193035196, 11216352]
[93013133, 79078986, 20365635, 126302347, 57891828]
[93013133, 79078986, 20365635, 126967462, 12058033]
[93013133, 79078986, 20365635, 126302347, 155869266]
[206045465, 25751687, 125958478, 194460356, 212904196]
[206045465, 25751687, 125958478, 78296307, 153254714]
[206045465, 25751687, 125958478, 194460356, 130153097]
[93013133, 79078986, 27477927, 146897913, 183615745]
[93013133, 79078986, 27477927, 151118393, 197736282]
[206045465, 237134557, 150819137, 109197033, 34587857]
[93013133, 79078986, 27477927, 85043021, 134729260]
[93013133, 79078986, 20365635, 126302347, 187892304]
[206045465, 25751687, 125958478, 78296307, 229616420]
[93013133, 79078986, 27477927, 85043021, 80876486]
[93013133, 79078986, 20365635, 126967462, 239532804]
[206045465, 237134557, 150819137, 109197033, 79695687]
[93013133, 79078986, 20365635, 126302347, 189992264]
[93013133, 79078986, 27477927, 151118393, 171333671]
[93013133, 79078986, 27477927, 151118393, 78947849]
[93013133, 79078986, 27477927, 146897913, 67799398]
[93013133, 79078986, 20365635, 126302347, 53748561]
[93013133, 79078986, 27477927, 146897913, 215828261]
[206045465, 237134557, 98501963, 193035196, 74943230]
[93013133, 79078986, 20365635, 126967462, 13552296]
[93013133, 79078986, 20365635, 126967462, 104535961]
[206045465, 237134557, 150819137, 109197033, 166765053]
[206045465, 25751687, 125958478, 78296307, 90450396]
[206045465, 25751687, 125958478, 194460356, 159264092]
[93013133, 79078986, 20365635, 126967462, 118048002]
[206045465, 25751687, 125958478, 194460356, 185176672]
[93013133, 79078986, 27477927, 151118393, 146670339]
[206045465, 237134557, 150819137, 109197033, 15227434]
[206045465, 25751687, 125958478, 78296307, 67868207]
[93013133, 79078986, 27477927, 146897913, 33767176]
[93013133, 79078986, 20365635, 126967462, 148783402]
[93013133, 79078986, 20365635, 126302347, 118763185]
[206045465, 237134557, 98501963, 193035196, 45897016]
[206045465, 237134557, 98501963, 193035196, 133765903]
[206045465, 25751687, 125958478, 78296307, 140399662]
[93013133, 79078986, 27477927, 85043021, 119843863]
[206045465, 237134557, 150819137, 109197033, 77518761]
[93013133, 79078986, 20365635, 126302347, 188622701]
[206045465, 25751687, 125958478, 194460356, 150782632]
[206045465, 25751687, 125958478, 78296307, 207839390]
[93013133, 79078986, 27477927, 146897913, 125838515]
[206045465, 237134557, 98501963, 17824791]
[206045465, 237134557, 98501963, 193035196, 13474298]
[206045465, 237134557, 150819137, 109197033, 230095898]
[93013133, 79078986, 20365635, 126302347, 231721679]
[93013133, 79078986, 27477927, 146897913, 127459213]
[206045465, 25751687, 125958478, 78296307, 145606848]
[93013133, 79078986, 27477927, 85043021, 31726455]
[93013133, 79078986, 20365635, 126302347, 220669581]
[206045465, 237134557, 150819137, 109197033, 32937082]
[206045465, 237134557, 98501963, 193035196, 74721250]
[206045465, 237134557, 150819137, 109197033, 176748895]
[206045465, 237134557, 150819137, 109197033, 56702844]
[93013133, 79078986, 27477927, 151118393, 124315256]
[93013133, 79078986, 27477927, 85043021, 103142559]
[206045465, 237134557, 98501963, 193035196, 7538768]
[93013133, 79078986, 27477927, 85043021, 140588745]
[206045465, 25751687, 125958478, 78296307, 139642300]
[93013133, 79078986, 20365635, 126967462, 134002736]
[206045465, 237134557, 150819137, 109197033, 236985473]
[93013133, 79078986, 27477927, 151118393, 138216655]
[93013133, 79078986, 20365635, 126967462, 166652175]
[206045465, 237134557, 98501963, 216337720]
[206045465, 25751687, 125958478, 194460356, 147160238]
[93013133, 79078986, 20365635, 126302347, 134594561]
[206045465, 25751687, 125958478, 194460356, 37407360]
[93013133, 79078986, 20365635, 126967462, 152918765]
[93013133, 79078986, 20365635, 126302347, 2602306]
[206045465, 25751687, 125958478, 194460356, 84742372]
[206045465, 237134557, 150819137, 109197033, 177162556]
[206045465, 237134557, 98501963, 200239516]
[206045465, 237134557, 150819137, 109197033, 45628974]
[206045465, 237134557, 150819137, 109197033, 193289253]
[93013133, 79078986, 20365635, 126302347, 111640615]
[206045465, 237134557, 98501963, 193035196, 17770135]
[93013133, 79078986, 27477927, 151118393, 245334643]
[93013133, 79078986, 27477927, 146897913, 107189941]
[93013133, 79078986, 27477927, 85043021, 139160985]
[206045465, 25751687, 125958478, 194460356, 48503846]
[93013133, 79078986, 27477927, 146897913, 204356095]
[206045465, 237134557, 98501963, 193035196, 76896071]
[206045465, 237134557, 98501963, 242844380]
[206045465, 237134557, 98501963, 188794459]
[93013133, 79078986, 20365635, 126967462, 238321423]
[206045465, 237134557, 150819137, 109197033, 121295310]
[206045465, 237134557, 98501963, 193035196, 170154409]
[93013133, 79078986, 27477927, 151118393, 248495739]
[206045465, 237134557, 98501963, 19082363]
[93013133, 79078986, 27477927, 146897913, 67505476]
[93013133, 79078986, 27477927, 146897913, 38980667]
[93013133, 79078986, 27477927, 151118393, 489301]
[93013133, 79078986, 27477927, 146897913, 50261491]
[206045465, 25751687, 125958478, 194460356, 232769551]
[206045465, 237134557, 98501963, 193035196, 188538746]
[206045465, 25751687, 125958478, 194460356, 95339512]
[206045465, 25751687, 125958478, 194460356, 46415265]
[206045465, 237134557, 98501963, 193035196, 7669392]
[93013133, 79078986, 20365635, 126967462, 183074378]
[93013133, 79078986, 27477927, 146897913, 224979743]
[93013133, 79078986, 20365635, 126967462, 198128457]
[93013133, 79078986, 27477927, 151118393, 17773748]
[206045465, 237134557, 98501963, 64270314]
[206045465, 25751687, 125958478, 194460356, 229149594]
[206045465, 237134557, 98501963, 159378522]
[206045465, 237134557, 98501963, 65316411]
[93013133, 79078986, 27477927, 85043021, 208413519]
[206045465, 25751687, 125958478, 78296307, 85973486]
[206045465, 25751687, 125958478, 78296307, 35179400]
[206045465, 25751687, 125958478, 78296307, 124220817]
[206045465, 25751687, 125958478, 78296307, 148810520]
[93013133, 79078986, 27477927, 151118393, 44685372]
[206045465, 237134557, 98501963, 7720379]
[206045465, 237134557, 150819137, 109197033, 184375125]
[93013133, 79078986, 27477927, 85043021, 14641372]
[206045465, 237134557, 98501963, 109671188]
[93013133, 79078986, 20365635, 126967462, 31357525]
[93013133, 79078986, 20365635, 126967462, 72290457]
[93013133, 79078986, 27477927, 85043021, 87488537]
[206045465, 237134557, 98501963, 845151]
[206045465, 25751687, 125958478, 78296307, 239403614]
[206045465, 237134557, 98501963, 146918247]
[206045465, 237134557, 98501963, 128751944]
[93013133, 79078986, 27477927, 146897913, 163826044]
[206045465, 237134557, 98501963, 196746036]
[93013133, 79078986, 20365635, 126302347, 238272775]
[93013133, 79078986, 27477927, 85043021, 132295816]
[206045465, 237134557, 98501963, 240313975]
[93013133, 79078986, 20365635, 126967462, 137951415]
[93013133, 79078986, 27477927, 151118393, 53288630]
[93013133, 79078986, 27477927, 85043021, 138147802]
[93013133, 79078986, 27477927, 85043021, 35295523]
[206045465, 237134557, 150819137, 109197033, 107317560]
[93013133, 79078986, 20365635, 126302347, 145934825]
[206045465, 237134557, 150819137, 109197033, 247680984]
[206045465, 25751687, 125958478, 194460356, 99028624]
[206045465, 237134557, 150819137, 109197033, 246676747]
[93013133, 79078986, 27477927, 85043021, 246300033]
[206045465, 237134557, 98501963, 193035196, 141466255]
[206045465, 237134557, 98501963, 193035196, 30080240]
[93013133, 79078986, 27477927, 151118393, 183538746]
[206045465, 237134557, 150819137, 109197033, 190334470]
[93013133, 79078986, 20365635, 126302347, 80592927]
[206045465, 25751687, 125958478, 194460356, 172074867]
[206045465, 25751687, 125958478, 78296307, 177930681]
[206045465, 237134557, 98501963, 193035196, 140929067]
[206045465, 237134557, 98501963, 193035196, 239376673]
[206045465, 25751687, 125958478, 78296307, 183527420]
[93013133, 79078986, 27477927, 85043021, 184781846]
[206045465, 237134557, 150819137, 109197033, 103609657]
[206045465, 237134557, 150819137, 109197033, 57772722]
[206045465, 237134557, 98501963, 193035196, 119905821]
[206045465, 237134557, 98501963, 193035196, 187335454]
[206045465, 25751687, 125958478, 78296307, 45215762]
[93013133, 79078986, 27477927, 146897913, 197907959]
[206045465, 237134557, 150819137, 109197033, 90106109]
[93013133, 79078986, 20365635, 126967462, 100605389]
[206045465, 25751687, 125958478, 194460356, 81415072]
[206045465, 237134557, 98501963, 193035196, 156964085]
[206045465, 237134557, 150819137, 109197033, 56984289]
[206045465, 237134557, 98501963, 193035196, 57456580]
[93013133, 79078986, 20365635, 126302347, 59368299]
[93013133, 79078986, 27477927, 146897913, 162071474]
[206045465, 25751687, 125958478, 194460356, 174251425]
[206045465, 237134557, 98501963, 193035196, 71986732]
[93013133, 79078986, 20365635, 126967462, 146183290]
[206045465, 237134557, 98501963, 201546107]
[93013133, 79078986, 20365635, 126302347, 57885190]
[206045465, 25751687, 125958478, 194460356, 65707152]
[93013133, 79078986, 27477927, 151118393, 227152933]
[206045465, 237134557, 150819137, 109197033, 90827171]
[93013133, 79078986, 27477927, 151118393, 95926409]
[93013133, 79078986, 20365635, 126967462, 194017215]
[206045465, 237134557, 98501963, 193035196, 737826]
[206045465, 237134557, 98501963, 40252572]
[206045465, 237134557, 150819137, 109197033, 149059587]
[206045465, 237134557, 98501963, 90856188]
[93013133, 79078986, 20365635, 126967462, 104168475]
[206045465, 25751687, 125958478, 78296307, 207020741]
[206045465, 25751687, 125958478, 194460356, 36504089]
[93013133, 79078986, 27477927, 151118393, 234149424]
[206045465, 25751687, 125958478, 194460356, 59832253]
[206045465, 25751687, 125958478, 78296307, 93818889]
[206045465, 25751687, 125958478, 194460356, 65973399]
[93013133, 79078986, 20365635, 126302347, 22924688]
[93013133, 79078986, 20365635, 126967462, 182183858]
[206045465, 237134557, 98501963, 193035196, 153934142]
[206045465, 25751687, 125958478, 194460356, 166147393]
[206045465, 25751687, 125958478, 78296307, 171674395]
[206045465, 25751687, 125958478, 194460356, 26347701]
[93013133, 79078986, 27477927, 151118393, 112814555]
[206045465, 237134557, 98501963, 193035196, 78781403]
[206045465, 25751687, 125958478, 78296307, 69969299]
[93013133, 79078986, 27477927, 85043021, 134463310]
[93013133, 79078986, 27477927, 151118393, 132950464]
[206045465, 237134557, 98501963, 77860741]
[206045465, 25751687, 125958478, 194460356, 134004454]
[93013133, 79078986, 27477927, 151118393, 231592195]
[206045465, 237134557, 98501963, 193035196, 179159604]
[93013133, 79078986, 27477927, 85043021, 170533576]
[93013133, 79078986, 27477927, 151118393, 24429247]
[93013133, 79078986, 20365635, 126967462, 203703985]
[93013133, 79078986, 27477927, 85043021, 214931248]
[93013133, 79078986, 27477927, 85043021, 64241210]
[93013133, 79078986, 27477927, 85043021, 65115520]
[206045465, 237134557, 98501963, 216348704]
[93013133, 79078986, 27477927, 151118393, 32433987]
[93013133, 79078986, 27477927, 151118393, 152054969]
[206045465, 25751687, 125958478, 194460356, 124609225]
[206045465, 25751687, 125958478, 78296307, 94595752]
[206045465, 25751687, 125958478, 78296307, 210141320]
[206045465, 237134557, 150819137, 109197033, 235257349]
[206045465, 25751687, 125958478, 78296307, 89002075]
[93013133, 79078986, 27477927, 85043021, 90872362]
[206045465, 237134557, 98501963, 193035196, 178073460]
[206045465, 237134557, 98501963, 193035196, 106438784]
[93013133, 79078986, 27477927, 85043021, 196618251]
[93013133, 79078986, 27477927, 85043021, 39174500]
[206045465, 25751687, 125958478, 78296307, 98367573]
[93013133, 79078986, 20365635, 126302347, 4498604]
[93013133, 79078986, 20365635, 126967462, 61671673]
[206045465, 237134557, 98501963, 193035196, 227770581]
[93013133, 79078986, 27477927, 85043021, 212097486]
[93013133, 79078986, 27477927, 146897913, 151251122]
[93013133, 79078986, 20365635, 126302347, 238041880]
[206045465, 25751687, 125958478, 194460356, 155755575]
[93013133, 79078986, 20365635, 126302347, 19408847]
[93013133, 79078986, 20365635, 126967462, 58275523]
[206045465, 237134557, 98501963, 193035196, 128219588]
[93013133, 79078986, 27477927, 146897913, 84593748]
[206045465, 237134557, 98501963, 193035196, 235332258]
[93013133, 79078986, 20365635, 126967462, 78335721]
[206045465, 25751687, 125958478, 78296307, 54664121]
[206045465, 25751687, 125958478, 194460356, 237637879]
