[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 210052731]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 5634791]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 138246575]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 108378435]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 158177521]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 138890236]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 160251634]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 30687578]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 9540445]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 162565711]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 105289126]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 236250713]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 6390651]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 62725652]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 56749107]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 89982956]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 182612396]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 164569975]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 135094924]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 228081039]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 106463399]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 136788137]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 243759183]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 15527769]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 105921005]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 174095977]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 129574803]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 33684652]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 130613130]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 42024327]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 6170695]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 169535174]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 85173827]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 139837627]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 100462734]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 110255098]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 36056734]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 198165052]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 109010976]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 64099804]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 16932103]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 175228617]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 157659437]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 93222081]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 152443889]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 104988887]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 29407530]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 158490528]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 50244124]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 90115449]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 29894145]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 38458787]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 221080313]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 85164448]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 154417862]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 167412267]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 104363838]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 217947904]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 223007283]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 58594199]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 160502620]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 210878945]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 17330957]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 87836262]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 230688887]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 116072033]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 103693539]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 77232629]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 136106273]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 95111684]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 92744234]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 72204402]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 199245764]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 129804766]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 81526391]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 211935019]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 166797182]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 239367064]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 73498386]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 81297913]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 142790727]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 45186366]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 7187436]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 113872244]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 49461781]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 51115497]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 124067226]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 246003032]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 130184497]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 10031052]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 832863]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 194853055]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 146879152]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 18010339]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 41535715]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 227387206]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 19712937]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 106929153]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 150260053]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 93446058]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 191857697]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 88327312]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 226969567]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 53524338]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 231561035]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 89049322]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 193606054]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 222591815]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 104989881]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 216117399]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 242093166]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 49433935]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 118405336]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 227664376]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 61365529]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 107386139]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 6985019]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 236681616]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 110296056]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 129357686]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 206930178]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 177592911]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 151061612]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 158335974]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 55382481]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 232135403]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 11490154]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 55195557]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 126326053]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 30657983]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 171957030]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 227722819]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 144041716]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 179040203]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 193071410]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 130206181]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 34597977]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 33855577]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 215498106]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 83100235]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 34600348]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 145988820]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 196148433]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 103055557]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 222347673]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 151027487]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 240366524]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 233117484]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 168745306]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 94873960]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 82414754]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 238817053]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 117314167]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 8802886]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 176200236]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 19276931]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 16247414]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 246722399]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 94885414]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 172341252]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 24526777]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 27556300, 113831541]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 195477689]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 248522960]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 62746188]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 224872922]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 122911786]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 142451568]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 217859175]
[206045465, 237134557, 98501963, 193035196, 217614723, 95824616, 52115004]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 68524927]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 41005304]
[206045465, 25751687, 125958478, 78296307, 75256724, 112355752, 81844420, 82068604, 168353055]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 170495193, 101438716]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 231948682, 71636571]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 218895704]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 226379150]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 29228372]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 248413189, 36888099]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 70882124]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 94966711, 158980925, 103003946]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 26630301]
[93013133, 79078986, 20365635, 126967462, 229005668, 128260924, 79200646, 176223140]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 11451638, 205459756, 147800954]
[206045465, 25751687, 125958478, 78296307, 75256724, 56964335, 56596298, 208846531, 170498761]
