[23352730, 119400816, 86172609, 205958532]
[139546810, 239589720, 133551693, 59573031]
[139546810, 239589720, 133551693, 122677677]
[23352730, 166909107, 28473185, 50455199, 15067323]
[92371730, 165264122, 73616657, 64482174, 151626408]
[23352730, 119400816, 202357487, 230426903]
[23352730, 176157657, 145969510, 246293864, 126295698]
[23352730, 176157657, 145969510, 246293864, 190576804]
[23352730, 166909107, 28473185, 50455199, 46031594]
[23352730, 176157657, 145969510, 219043633, 32623409]
[23352730, 166909107, 28473185, 50455199, 11520618]
[23352730, 119400816, 86172609, 182731818, 214313218]
[139546810, 239589720, 133551693, 165788245]
[139546810, 239589720, 133551693, 110059177]
[23352730, 119400816, 86172609, 108978886, 94604725]
[23352730, 119400816, 86172609, 108978886, 61550992]
[23352730, 119400816, 86172609, 108978886, 27968433]
[139546810, 239589720, 133551693, 97856427]
[23352730, 119400816, 86172609, 182731818, 93159559]
[92371730, 165264122, 73616657, 64482174, 75488831]
[23352730, 176157657, 145969510, 246293864, 152150505]
[23352730, 119400816, 86172609, 182731818, 97054181]
[23352730, 79325002, 248242818, 128229141, 80807175]
[23352730, 119400816, 86172609, 182731818, 149260764]
[23352730, 79325002, 248242818, 128229141, 133461419]
[139546810, 239589720, 133551693, 174548217]
[139546810, 239589720, 133551693, 8889487]
[23352730, 176157657, 145969510, 219043633, 112507132]
[23352730, 119400816, 86172609, 182731818, 184181699]
[23352730, 176157657, 145969510, 219043633, 74853551]
[23352730, 119400816, 202357487, 163749062]
[23352730, 79325002, 248242818, 128229141, 27593834]
[92371730, 165264122, 73616657, 64482174, 184693642]
[92371730, 165264122, 73616657, 64482174, 126532051]
[23352730, 119400816, 86172609, 108978886, 248612792]
[23352730, 119400816, 86172609, 108978886, 172430061]
[139546810, 239589720, 133551693, 159548191]
[23352730, 119400816, 202357487, 85984311]
[92371730, 165264122, 73616657, 64482174, 245192971]
[92371730, 165264122, 73616657, 64482174, 31162948]
[92371730, 165264122, 73616657, 64482174, 226468989]
[23352730, 166909107, 28473185, 50455199, 41852816]
[23352730, 176157657, 145969510, 246293864, 7571429]
[92371730, 165264122, 73616657, 64482174, 40931720]
[23352730, 119400816, 202357487, 199990752]
[139546810, 239589720, 133551693, 224700548]
[23352730, 166909107, 28473185, 50455199, 41469279]
[23352730, 119400816, 86172609, 205958532, 96310310]
[23352730, 119400816, 86172609, 182731818, 50584597]
[139546810, 239589720, 133551693, 195852916]
[23352730, 119400816, 202357487, 28825591]
[23352730, 166909107, 28473185, 50455199, 11175841]
[23352730, 119400816, 86172609, 182731818, 175579528]
[23352730, 119400816, 86172609, 108978886, 25673517]
[23352730, 119400816, 86172609, 108978886, 29852415]
[23352730, 119400816, 202357487, 25792441]
[23352730, 176157657, 145969510, 246293864, 203510049]
[23352730, 119400816, 86172609, 205958532, 204366858]
[23352730, 119400816, 86172609, 182731818, 2696269]
[23352730, 176157657, 145969510, 246293864, 16152596]
[23352730, 119400816, 86172609, 108978886, 194057984]
[23352730, 119400816, 86172609, 205958532, 185416573]
[92371730, 165264122, 73616657, 64482174, 100979133]
[23352730, 119400816, 202357487, 127799614]
[139546810, 239589720, 133551693, 238456201]
[23352730, 119400816, 86172609, 182731818, 239715689]
[23352730, 119400816, 86172609, 205958532, 218087569]
[23352730, 119400816, 86172609, 205958532, 146601828]
[23352730, 176157657, 145969510, 219043633, 124067564]
[23352730, 119400816, 86172609, 182731818, 117005904]
[23352730, 79325002, 248242818, 128229141, 246555648]
[23352730, 119400816, 86172609, 182731818, 246804913]
[139546810, 239589720, 133551693, 131462800]
[23352730, 119400816, 86172609, 182731818, 233182718]
[23352730, 119400816, 86172609, 108978886, 118157788]
[139546810, 239589720, 133551693, 149885284]
[139546810, 239589720, 133551693, 177815103]
[23352730, 166909107, 28473185, 50455199, 49503278]
[23352730, 119400816, 86172609, 205958532, 44666438]
[139546810, 239589720, 133551693, 2035920]
[23352730, 176157657, 145969510, 246293864, 134019989]
[23352730, 119400816, 86172609, 182731818, 121983584]
[139546810, 239589720, 133551693, 26353434]
[139546810, 239589720, 133551693, 172766820]
[23352730, 119400816, 86172609, 108978886, 185478330]
[23352730, 119400816, 86172609, 205958532, 135387104]
[23352730, 176157657, 145969510, 246293864, 81660305]
[139546810, 239589720, 133551693, 100505407]
[23352730, 176157657, 145969510, 219043633, 233173412]
[23352730, 119400816, 86172609, 182731818, 99859337]
[92371730, 165264122, 73616657, 64482174, 241427371]
[92371730, 165264122, 73616657, 64482174, 218386973]
[23352730, 166909107, 28473185, 50455199, 37460623]
[23352730, 119400816, 86172609, 108978886, 238911542]
[23352730, 119400816, 86172609, 205958532, 76742800]
[23352730, 119400816, 202357487, 112591894]
[23352730, 176157657, 145969510, 219043633, 211420385]
[23352730, 79325002, 248242818, 128229141, 133275142]
[23352730, 79325002, 248242818, 128229141, 8313709]
[23352730, 176157657, 145969510, 219043633, 177657790]
[23352730, 176157657, 145969510, 246293864, 40204202]
[23352730, 166909107, 28473185, 50455199, 180652]
[23352730, 119400816, 86172609, 182731818, 89400958]
[23352730, 166909107, 28473185, 50455199, 169505031]
[139546810, 239589720, 133551693, 226161327]
[23352730, 79325002, 248242818, 128229141, 107489519]
[23352730, 176157657, 145969510, 246293864, 205148329]
[23352730, 176157657, 145969510, 246293864, 137682926]
[23352730, 166909107, 28473185, 50455199, 26909204]
[23352730, 176157657, 145969510, 219043633, 82940025]
[23352730, 79325002, 248242818, 128229141, 13826781]
[23352730, 166909107, 28473185, 50455199, 189336743]
[23352730, 119400816, 86172609, 182731818, 52819558]
[92371730, 165264122, 73616657, 64482174, 41762572]
[23352730, 166909107, 28473185, 50455199, 188374971]
[23352730, 176157657, 145969510, 219043633, 9721804]
[23352730, 119400816, 202357487, 78828287]
[23352730, 166909107, 28473185, 50455199, 85763811]
[139546810, 239589720, 133551693, 205408682]
[23352730, 119400816, 202357487, 2180058]
[139546810, 239589720, 133551693, 26529318]
[23352730, 119400816, 202357487, 81425049]
[23352730, 119400816, 86172609, 108978886, 221809544]
[23352730, 176157657, 145969510, 246293864, 84521944]
[139546810, 239589720, 133551693, 208059495]
[23352730, 166909107, 28473185, 50455199, 156924790]
[23352730, 79325002, 248242818, 128229141, 178624356]
[23352730, 79325002, 248242818, 128229141, 159774598]
[23352730, 176157657, 145969510, 246293864, 42194120]
[23352730, 176157657, 145969510, 246293864, 47639302]
[23352730, 119400816, 86172609, 205958532, 53834892]
[23352730, 119400816, 86172609, 182731818, 193429246]
[23352730, 119400816, 86172609, 108978886, 29609773]
[23352730, 119400816, 86172609, 108978886, 172806162]
[139546810, 239589720, 133551693, 178309285]
[23352730, 176157657, 145969510, 246293864, 33782978]
[23352730, 79325002, 248242818, 128229141, 47646193]
[92371730, 165264122, 73616657, 64482174, 87878339]
[23352730, 119400816, 202357487, 219809495]
[92371730, 165264122, 73616657, 64482174, 98166893]
[92371730, 165264122, 73616657, 64482174, 166433235]
[23352730, 79325002, 248242818, 128229141, 230736329]
[23352730, 119400816, 86172609, 205958532, 61950579]
[23352730, 119400816, 202357487, 159444785]
[23352730, 176157657, 145969510, 219043633, 83381372]
[92371730, 165264122, 73616657, 64482174, 141307199]
[23352730, 176157657, 145969510, 246293864, 1289569]
[23352730, 79325002, 248242818, 128229141, 110296482]
[139546810, 239589720, 133551693, 188238098]
[139546810, 239589720, 133551693, 41926757]
[23352730, 176157657, 145969510, 246293864, 34787756]
[23352730, 176157657, 145969510, 219043633, 55656984]
[23352730, 166909107, 28473185, 50455199, 106608114]
[139546810, 239589720, 133551693, 246110788]
[139546810, 239589720, 133551693, 59644327]
[23352730, 119400816, 86172609, 108978886, 49132996]
[23352730, 119400816, 86172609, 108978886, 27213416]
[23352730, 176157657, 145969510, 246293864, 228253921]
[23352730, 79325002, 248242818, 128229141, 69811748]
[139546810, 239589720, 133551693, 38619605]
[23352730, 176157657, 145969510, 219043633, 227597233]
[92371730, 165264122, 73616657, 64482174, 193316792]
[92371730, 165264122, 73616657, 64482174, 50663077]
[23352730, 119400816, 202357487, 15307332]
[23352730, 119400816, 86172609, 108978886, 150792671]
[23352730, 79325002, 248242818, 128229141, 15393290]
[23352730, 119400816, 86172609, 182731818, 238324459]
[23352730, 119400816, 86172609, 182731818, 96930122]
[23352730, 119400816, 202357487, 66466619]
[23352730, 176157657, 145969510, 219043633, 176810029]
[23352730, 119400816, 86172609, 108978886, 106154738]
[92371730, 165264122, 73616657, 64482174, 56276660]
[23352730, 176157657, 145969510, 246293864, 22960917]
[23352730, 166909107, 28473185, 50455199, 44890513]
[139546810, 239589720, 133551693, 192864906]
[23352730, 119400816, 202357487, 199961355]
[23352730, 166909107, 28473185, 50455199, 68774359]
[23352730, 119400816, 86172609, 108978886, 145979743]
[92371730, 165264122, 73616657, 64482174, 82351256]
[92371730, 165264122, 73616657, 64482174, 163056010]
[23352730, 79325002, 248242818, 128229141, 230558445]
[23352730, 79325002, 248242818, 128229141, 21878974]
[139546810, 239589720, 133551693, 11112859]
[23352730, 79325002, 248242818, 128229141, 157955955]
[23352730, 119400816, 202357487, 204719672]
[139546810, 239589720, 133551693, 164524889]
[23352730, 176157657, 145969510, 246293864, 45524656]
[23352730, 119400816, 86172609, 108978886, 14927196]
[23352730, 119400816, 202357487, 205032957]
[92371730, 165264122, 73616657, 64482174, 111419688]
[23352730, 119400816, 202357487, 226167637]
[23352730, 119400816, 202357487, 209021850]
[23352730, 79325002, 248242818, 128229141, 180350896]
[23352730, 119400816, 202357487, 64228759]
[23352730, 119400816, 202357487, 90334380]
[23352730, 119400816, 86172609, 205958532, 33548777]
[23352730, 176157657, 145969510, 219043633, 206003970]
[92371730, 165264122, 73616657, 64482174, 174440538]
[23352730, 119400816, 86172609, 205958532, 43199823]
[23352730, 176157657, 145969510, 219043633, 64311548]
[23352730, 119400816, 86172609, 205958532, 173770299]
[23352730, 176157657, 145969510, 246293864, 129319364]
[23352730, 119400816, 202357487, 163243215]
[23352730, 119400816, 202357487, 2996413]
[23352730, 79325002, 248242818, 128229141, 62290608]
[92371730, 165264122, 73616657, 64482174, 174541368]
[23352730, 176157657, 145969510, 246293864, 242108583]
[23352730, 79325002, 248242818, 128229141, 99746472]
[92371730, 165264122, 73616657, 64482174, 50557971]
[92371730, 165264122, 73616657, 64482174, 33373935]
[92371730, 165264122, 73616657, 64482174, 153442959]
[23352730, 176157657, 145969510, 219043633, 241276309]
[23352730, 176157657, 145969510, 246293864, 60900164]
[23352730, 119400816, 202357487, 232721262]
[23352730, 79325002, 248242818, 128229141, 189765358]
[139546810, 239589720, 133551693, 116610173]
[139546810, 239589720, 133551693, 245065858]
[23352730, 79325002, 248242818, 128229141, 87207132]
[23352730, 119400816, 86172609, 182731818, 181275063]
[23352730, 119400816, 86172609, 182731818, 178414997]
[23352730, 119400816, 86172609, 108978886, 54216401]
[23352730, 166909107, 28473185, 50455199, 191963187]
[23352730, 166909107, 28473185, 50455199, 211340186]
[23352730, 119400816, 86172609, 108978886, 203054734]
[23352730, 176157657, 145969510, 219043633, 242639882]
[23352730, 119400816, 86172609, 182731818, 14501338]
[23352730, 119400816, 86172609, 205958532, 19020718]
[23352730, 119400816, 202357487, 201502647]
[23352730, 176157657, 145969510, 246293864, 115263195]
[23352730, 119400816, 86172609, 182731818, 225649409]
[23352730, 119400816, 86172609, 182731818, 183066311]
[23352730, 79325002, 248242818, 128229141, 18218109]
[23352730, 119400816, 202357487, 161857161]
[23352730, 166909107, 28473185, 50455199, 9401958]
[92371730, 165264122, 73616657, 64482174, 214302402]
[23352730, 119400816, 202357487, 21219788]
[23352730, 166909107, 28473185, 50455199, 146176826]
[23352730, 79325002, 248242818, 128229141, 184108797]
[23352730, 119400816, 202357487, 233208152]
[23352730, 119400816, 86172609, 108978886, 245799110]
[23352730, 119400816, 86172609, 205958532, 179802415]
[23352730, 119400816, 86172609, 205958532, 142372872]
[139546810, 239589720, 133551693, 112014160]
[23352730, 176157657, 145969510, 219043633, 221561041]
[23352730, 119400816, 86172609, 182731818, 228664142]
[139546810, 239589720, 133551693, 64396125]
[23352730, 119400816, 202357487, 92353405]
[92371730, 165264122, 73616657, 64482174, 65887047]
[23352730, 119400816, 86172609, 182731818, 149042778]
[23352730, 176157657, 145969510, 219043633, 158039210]
[139546810, 239589720, 133551693, 194549397]
[23352730, 166909107, 28473185, 50455199, 914806]
[23352730, 166909107, 28473185, 50455199, 201987716]
[23352730, 166909107, 28473185, 50455199, 116887649]
[23352730, 119400816, 202357487, 21545554]
[23352730, 119400816, 86172609, 205958532, 183843976]
[23352730, 166909107, 28473185, 50455199, 62783820]
[139546810, 239589720, 133551693, 89666456]
[23352730, 79325002, 248242818, 128229141, 223762990]
[23352730, 79325002, 248242818, 128229141, 166000084]
[23352730, 119400816, 86172609, 108978886, 123975142]
[23352730, 119400816, 86172609, 205958532, 178222171]
[139546810, 239589720, 133551693, 233097398]
[23352730, 176157657, 145969510, 246293864, 164378924]
[23352730, 176157657, 145969510, 246293864, 234471191]
[23352730, 119400816, 86172609, 205958532, 7913853]
[23352730, 119400816, 202357487, 66282989]
[23352730, 119400816, 202357487, 207626939]
[139546810, 239589720, 133551693, 75007519]
[23352730, 119400816, 202357487, 217662211]
[92371730, 165264122, 73616657, 64482174, 219313606]
[23352730, 119400816, 86172609, 108978886, 65103224]
[23352730, 166909107, 28473185, 50455199, 86287846]
[23352730, 119400816, 86172609, 108978886, 107281182]
[139546810, 239589720, 133551693, 211762389]
[23352730, 166909107, 28473185, 50455199, 190244946]
[23352730, 176157657, 145969510, 219043633, 216677315]
[139546810, 239589720, 133551693, 158642329]
[23352730, 119400816, 86172609, 182731818, 229589966]
[23352730, 119400816, 202357487, 87729125]
[23352730, 119400816, 202357487, 205981062]
[23352730, 176157657, 145969510, 219043633, 64772369]
[23352730, 119400816, 86172609, 205958532, 140777296]
[23352730, 119400816, 202357487, 80718292]
[139546810, 239589720, 133551693, 216750125]
[23352730, 79325002, 248242818, 128229141, 210708278]
[23352730, 119400816, 86172609, 205958532, 174912753]
[23352730, 119400816, 86172609, 108978886, 81067663]
[23352730, 119400816, 202357487, 169304856]
[23352730, 79325002, 248242818, 128229141, 117932530]
[23352730, 119400816, 86172609, 182731818, 26876708]
[23352730, 119400816, 86172609, 108978886, 100400278]
[23352730, 176157657, 145969510, 246293864, 182738468]
[139546810, 239589720, 133551693, 125636395]
[23352730, 119400816, 86172609, 205958532, 174941118]
[23352730, 119400816, 86172609, 205958532, 82914298]
[23352730, 119400816, 86172609, 182731818, 25552274]
[23352730, 176157657, 145969510, 219043633, 193688632]
[23352730, 119400816, 86172609, 108978886, 238712770]
[23352730, 119400816, 202357487, 66653340]
[23352730, 176157657, 145969510, 246293864, 217189917]
[23352730, 119400816, 202357487, 52644755]
[23352730, 119400816, 86172609, 205958532, 143987091]
[23352730, 166909107, 28473185, 50455199, 35331004]
[92371730, 165264122, 73616657, 64482174, 141088747]
[23352730, 119400816, 86172609, 182731818, 213716667]
[23352730, 166909107, 28473185, 50455199, 183144507]
[92371730, 165264122, 73616657, 64482174, 228672122]
[23352730, 119400816, 86172609, 205958532, 81858126]
[23352730, 166909107, 28473185, 50455199, 207440160]
[139546810, 239589720, 133551693, 89929334]
[23352730, 119400816, 86172609, 205958532, 1563546]
[23352730, 119400816, 86172609, 182731818, 230994239]
[23352730, 176157657, 145969510, 246293864, 19259908]
[23352730, 119400816, 202357487, 240574911]
[23352730, 166909107, 28473185, 50455199, 77983906]
[23352730, 166909107, 28473185, 50455199, 47115682]
[23352730, 176157657, 145969510, 246293864, 13986568]
[23352730, 119400816, 86172609, 182731818, 156791410]
[23352730, 119400816, 86172609, 205958532, 247338476]
[23352730, 119400816, 202357487, 141703979]
[92371730, 165264122, 73616657, 64482174, 15519812]
[23352730, 119400816, 86172609, 108978886, 26397636]
[23352730, 119400816, 202357487, 110955926]
