[204923669, 50635880, 156536157, 126285967, 21834830, 180576998, 75185841]
[22619776, 15424767, 239664794, 38863699, 238141909, 203648613, 131181926, 188116416]
[150812197, 207907728, 45493282, 10744960, 219846231, 214341924, 31544041, 236030292]
[169313277, 9510243, 54726766, 82023249, 180063763, 119146584, 53258109, 182368099]
[49986552, 151382489, 61990312, 150003870, 89323960, 150324373, 171312867, 126242464]
[49431804, 246457812, 177362205, 34762461, 184352530, 194036462, 216872050, 2618382]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 188876850, 210848109]
[10379212, 12391743, 5269103, 90783180, 145570068, 194897869, 60494974, 51990711]
[18782487, 180228062, 32306155, 8891987, 87326904, 8202623, 105102316, 17267270]
[211316160, 37095821, 218824995, 2668282, 69308388, 118004546, 201208631, 83978078]
[139407978, 206633498, 150172527, 103425566, 134660567, 177832293, 219070174]
[208401552, 123724305, 159653775, 168513786, 123512653, 81040530, 224517652, 206112903]
[121690776, 115201947, 136745825, 178417372, 175589778, 145455047, 67523417, 116408845]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 126442178, 9338006]
[152865647, 34304426, 142969536, 142498073, 1308617, 97329154, 74127149, 233187525]
[139407978, 206633498, 21411166, 153971412, 125313025, 107521706, 147269878]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 124971307, 136767177]
[166462820, 132071187, 145040923, 90490701, 117206163, 207755387, 115402683, 63171779]
[245186357, 104175749, 170891995, 212154307, 48930371, 183766873, 150942020, 246189687]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 20066594, 34821502]
[139407978, 206633498, 21411166, 153971412, 125313025, 107521706, 85394512]
[148907630, 26611378, 193025159, 174146668, 98828830, 91190696, 170476984, 238067611]
[84732876, 229889095, 217748667, 203970777, 157625349, 24647773, 97540242, 221421998]
[149835576, 242201754, 54858429, 191509134, 142982127, 229375765, 229566587, 49641809]
[28939697, 83720688, 206122823, 229232565, 63268197, 133523617, 944006, 104701446]
[76710225, 167739046, 165438592, 16815147, 19314675, 67169327, 104286713, 246856162]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 121321155, 23449334]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 76705978, 181166809]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 67579479, 227460341]
[42779529, 94357672, 222611044, 160319561, 210931271, 143538059, 56911370, 102606189]
[139255779, 117323211, 186374400, 7935869, 31412910, 179325131, 149451805, 71594301]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 153966209]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 100776572, 221879049]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 89941617, 38628576]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 189765099, 21137615]
[245186357, 104175749, 170891995, 212154307, 241205060, 180743962, 182768738, 52645986]
[239393237, 164714934, 246715145, 218000020, 199364600, 193328772, 169035291, 224118684]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 44959740, 90972241]
[163813705, 243210101, 156158070, 49290041, 245410968, 172777468, 150377721, 215137061]
[117485685, 174210268, 64249836, 205389107, 50256916, 61854887, 200565095, 36765397]
[31297005, 54490622, 234779012, 62975425, 56352815, 172055492, 122982301, 156377057]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 33169447, 51932581]
[177119877, 214819640, 128621318, 5090699, 1426638, 240204122, 123889372, 217852017]
[205226715, 161852671, 153828978, 10844735, 75121201, 44882691, 237983287, 7443436]
[82212583, 193617759, 234025706, 191404075, 129081823, 119423574, 53778752, 206514028]
[204923669, 55371512, 158920153, 236699111, 117965505, 43533150, 240963946, 238108818]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 37497841, 50255345]
[139407978, 92142634, 167501510, 243494623, 146599740, 247187873, 229470501, 15470307]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 171889128, 222565977]
[150812197, 207907728, 45493282, 10744960, 214953366, 172007196, 108039362, 21940051]
[170206712, 12111425, 214226545, 122121517, 34740807, 145943647, 70435860, 191038137]
[245186357, 179224212, 177971497, 122788728, 120240893, 11475239, 163924075, 39492022]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 243936427, 30754452]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 7317419, 8965298]
[169313277, 46027908, 89275938, 192993033, 176458064, 207166894, 230806644, 211436046]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 87857043]
[208401552, 123724305, 159653775, 168513786, 123512653, 81040530, 224517652, 176911721]
[211316160, 37095821, 218824995, 2668282, 98029076, 44683273, 136416820, 56087033]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 224123835, 24381462]
[239554898, 102907710, 132452821, 124460660, 126077318, 106213186, 35829210, 1762488]
[231488027, 32101784, 127865537, 154034083, 68103002, 244309041, 243936427, 229241718]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 62871745]
[18782487, 180228062, 32306155, 99137953, 31715291, 215201551, 158511028, 78452182]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 211311800, 128222263]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 203750002]
[188932858, 115146698, 234256803, 182262024, 72672066, 117764383, 88602360, 119230097]
[204318514, 96260484, 124198569, 82290644, 146804374, 45330786, 231514379, 155329311]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 128900803, 94444056]
[76710225, 167739046, 165438592, 117465674, 153838766, 76998540, 30643800, 91554837]
[184452350, 117534910, 86206692, 212275701, 208750326, 125164526, 196948852, 94881455]
[239393237, 164714934, 246715145, 218000020, 199364600, 193328772, 182464646, 172363478]
[240973929, 83097505, 11728468, 155886915, 16751023, 14658366, 181878037, 106116699]
[139255779, 117323211, 86191772, 224651056, 132371457, 25702865, 13758689, 125399051]
[74329510, 124765354, 216119651, 120037485, 203664073, 184232351, 223764514, 46663709]
[181938804, 60690532, 76340025, 79775124, 216604709, 2299121, 1312870, 212523736]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 209835101]
[205972194, 86177255, 137657541, 216106120, 155227982, 57938589, 241380187, 138715312]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 37497841, 221001449]
[108906837, 199773189, 190953520, 63193029, 178919610, 244119274, 88338714, 100961187]
[32676012, 195138918, 93193866, 17829718, 188256222, 93946716, 133118502, 176227722]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 183913652, 26751145]
[211316160, 37095821, 218824995, 2668282, 98029076, 44683273, 136416820, 951000]
[22619776, 15424767, 102941135, 61285663, 212578573, 69785594, 107624303, 145815643]
[141361673, 162202163, 65247730, 57642163, 92658966, 73828899, 127045009, 148139902]
[22619776, 15424767, 80304403, 83426752, 221613721, 207008051, 42015939, 182154485]
[141361673, 162202163, 126094098, 3400892, 211723192, 125356244, 94406621, 190763950]
[188932858, 122049085, 88071880, 148193554, 247541650, 132801562, 12265206, 118492798]
[28939697, 123364048, 231894319, 154778647, 193962753, 93622992, 188982435, 89487336]
[188932858, 115146698, 234256803, 182262024, 72672066, 5476582, 170012489, 178708014]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 136666481, 243035756]
[96343362, 100486110, 213236602, 24901115, 181105803, 35349992, 170073032, 86874783]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 141496898, 221779479]
[205226715, 161852671, 133516433, 63536486, 139035748, 83852667, 155592157, 118386762]
[197930535, 234635560, 135700399, 74886964, 85611756, 61721748, 17070061, 5171172]
[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 174986052, 192087767]
[82212583, 193617759, 234025706, 196862795, 8436367, 66950703, 124649207, 16020084]
[211804832, 138574305, 56455960, 132113199, 84950288, 244765607, 144626762, 4165038]
[49431804, 246457812, 177362205, 34762461, 184352530, 100771641, 163088416, 186187433]
[240973929, 83097505, 11728468, 155886915, 94389995, 44767165, 148770741, 244398579]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 239708831, 241069270]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 138849955]
[219868898, 21390277, 239043661, 155644933, 41682843, 1128674, 224817426, 200641857]
[76710225, 167739046, 165438592, 117465674, 153838766, 49138160, 50880160, 160801010]
[231488027, 32101784, 127865537, 154034083, 149148096, 67900545, 429140, 11575957]
[104573498, 192955018, 133710613, 172965008, 51974564, 152070860, 200263126, 24530897]
[184452350, 117534910, 85483031, 226603022, 32217485, 41591867, 137499730, 16117267]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 74609111]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 94356122, 32690237]
[104573498, 192955018, 133710613, 172965008, 169947045, 16883916, 189015186, 200626350]
[149835576, 242201754, 54858429, 191509134, 24641710, 130094726, 177005776, 222536466]
[75857740, 82351932, 215992635, 214948612, 190339224, 184327459, 58871637, 95931164]
[28939697, 123364048, 185338091, 38631798, 189340920, 113904821, 217012525, 221572894]
[181938804, 60690532, 76340025, 79775124, 216604709, 247934478, 135270017, 130077878]
[141361673, 162202163, 65247730, 24296962, 66142331, 645317, 136660125, 179380504]
[121690776, 115201947, 198483596, 183062049, 80283557, 145778538, 16133245, 73719444]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 230270253, 200804843]
[150812197, 207907728, 45493282, 10744960, 70592574, 85420583, 79985699, 55556278]
[139407978, 206633498, 21411166, 153971412, 14453219, 109762470, 41455154]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 74843162, 52847107]
[49431804, 24092436, 92023561, 36526307, 201258008, 147443895, 59501621, 120947000]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 41663102, 119729828]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 203108360]
[188932858, 115146698, 234256803, 209034558, 68471112, 9428764, 76705978, 21527043]
[112655291, 19209424, 78637201, 3582407, 3968327, 29627680, 161197461, 23018251]
[112655291, 19209424, 128847631, 39081452, 152362368, 77890002, 134353624, 187388655]
[74329510, 39112394, 1072059, 123327512, 191647261, 171617328, 241296991, 64685345]
[116640107, 175919948, 230396891, 118261327, 178497914, 206946729, 74797845, 209602126]
[106261171, 126184161, 158442460, 135365713, 79605077, 115182029, 116832734, 111461455]
[76710225, 167739046, 165438592, 16815147, 19314675, 106889312, 165164369, 103395765]
[139407978, 206633498, 130022095, 143396415, 95924319, 200975836, 36422715]
[139407978, 206633498, 21411166, 153971412, 14453219, 19629335, 22655779]
[150812197, 207907728, 45493282, 10744960, 219846231, 214341924, 31544041, 215755199]
[10106479, 48368057, 101287106, 26137914, 30730800, 218454563, 96327479, 154787680]
[108906837, 199773189, 190953520, 234574556, 44085690, 30167291, 65381012, 23487201]
[218542507, 27686776, 157199757, 155257536, 8702356, 47019772, 127851614, 61477681]
[108906837, 199773189, 190953520, 63193029, 96946943, 60934274, 29227340, 131758898]
[112655291, 19209424, 128847631, 12084842, 225737231, 230459435, 185260625, 42897340]
[205226715, 161852671, 153828978, 10844735, 75121201, 96730785, 171609901, 17144506]
[76710225, 167739046, 165438592, 16815147, 121368087, 133710982, 240705295, 127186299]
[211510271, 40815467, 12295450, 74057130, 91055803, 104232281, 169107804, 96249605]
[108906837, 199773189, 190953520, 63193029, 178919610, 244119274, 88338714, 185376736]
[245186357, 33815929, 103613504, 133447514, 248141808, 228973865, 225340466, 247868627]
[167539219, 192052900, 155852712, 211348323, 132577636, 86947648, 46553533, 26519316]
[213112826, 25516838, 152287638, 51081692, 208711471, 1648887, 101765623, 133478829]
[208401552, 123724305, 159653775, 168513786, 123512653, 81040530, 224517652, 106099512]
[28939697, 83720688, 206122823, 229232565, 63268197, 133523617, 148888177, 195307559]
[150812197, 207907728, 45493282, 168636907, 142688778, 53809055, 49096936, 37502189]
[49431804, 246457812, 177362205, 102622165, 208510025, 71648331, 128078539, 213756976]
[32676012, 195138918, 178653906, 89148184, 164346081, 115896383, 5100464, 1516570]
[211510271, 40815467, 175548497, 2406097, 170068134, 204329202, 74843162, 206926128]
[139255779, 117323211, 86191772, 75266315, 45641319, 106496154, 147435348, 142737237]
[22619776, 15424767, 239664794, 38863699, 238141909, 23912176, 148346510, 185488273]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 201125252, 161451827]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 230270253, 245363023]
[205972194, 86177255, 137657541, 216106120, 180801689, 61038839, 70368444, 56380890]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 44556212]
[181938804, 163199325, 33540865, 189273694, 119119372, 14615635, 66805559, 216649737]
[76710225, 167739046, 165438592, 16815147, 19314675, 67169327, 104286713, 239717882]
[240973929, 83097505, 11728468, 155886915, 94389995, 100833039, 219592116, 219088826]
[233481409, 223580591, 238456769, 130830529, 120881427, 153950788, 32503265, 215904628]
[74329510, 124765354, 216119651, 120037485, 203664073, 176366338, 11896713, 22532922]
[213112826, 25516838, 8960197, 80019682, 108974184, 179558461, 137482744, 196842671]
[32676012, 195138918, 93193866, 32903994, 59648710, 51128691, 33169447, 145575651]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 59266880, 166882629]
[82205394, 222031531, 97617751, 7932852, 9760207, 24705163, 729487, 1898437]
[213112826, 25516838, 8960197, 80019682, 200191357, 190700871, 135354013, 237147783]
[131161949, 182719904, 31830738, 163263028, 89837460, 206520920, 162905630, 219558326]
[188932858, 122049085, 88071880, 148193554, 247541650, 25850219, 170610930, 183433339]
[82212583, 193617759, 234025706, 196862795, 8436367, 34851820, 92541362, 72353010]
[102428331, 177733082, 77412540, 237012136, 96887188, 93105521, 59266880, 166068560]
[240973929, 83097505, 20780799, 235045094, 186224175, 30152393, 89650095, 211853229]
[205226715, 161852671, 153828978, 10844735, 75121201, 15368466, 166708044, 215866233]
[148907630, 143141347, 51124938, 61812059, 158106868, 224098540, 18049403, 41583897]
[174915493, 151627699, 106916648, 112520101, 118252854, 167816199, 139467619, 132988092]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 51501538, 233291871]
[28939697, 123364048, 185338091, 38631798, 189340920, 97985219, 93613633, 1097551]
[141361673, 162202163, 126094098, 3400892, 211723192, 25799309, 124971307, 219699585]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 87533445, 15089137]
[22619776, 15424767, 102941135, 61285663, 96312587, 111443785, 183774674, 65004101]
[112655291, 19209424, 201033010, 27220, 95715072, 207818257, 59204370, 143691165]
[60417925, 96970598, 101872559, 31207063, 167968012, 222319566, 215564287, 88630496]
[8685447, 234393374, 146940291, 140624781, 246335260, 224481067, 14199053, 54251725]
[139255779, 117323211, 86191772, 224651056, 132371457, 25702865, 13758689, 232239205]
[148907630, 26611378, 193025159, 174146668, 98828830, 91190696, 170476984, 88540733]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 17856867, 119006664]
[28939697, 83720688, 206122823, 229232565, 190821053, 123352247, 211311800, 97369430]
[177119877, 214819640, 128621318, 19342724, 243784842, 54985016, 136666481, 234253736]
