[239554898, 105465088, 218365829, 203396497, 217698719, 109346344, 97770307, 148322777, 40290812, 53317582]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 175730937, 148636045, 246424956]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 247993558, 220191968, 173893714, 179235721]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 109271461, 245252377, 127208715]
[121690776, 115201947, 136745825, 178417372, 76493427, 65754466, 129370602, 4726271, 141112471, 126392784, 134986038]
[184452350, 117534910, 86206692, 212275701, 208750326, 49386487, 245196297, 216618963, 201898682, 181274445, 240967863]
[96343362, 100486110, 213236602, 24901115, 191020080, 188532064, 59099781, 35170304, 133186344, 44674498, 84880862]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 184095637, 168636572, 225822318]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 68650779, 150055429, 23283450, 212610563, 39492387]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 190981949, 51118178, 130755710]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 220161443, 198735522, 144986466, 210569085]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 122553906, 151640601, 174932468]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 56343589, 107028446, 81008435, 159514624]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 24067438, 170963622, 88413541, 167868314]
[231488027, 32101784, 127865537, 162281022, 129922855, 14126142, 145105429, 94287860, 161419125, 152232697, 98734525]
[211804832, 138574305, 94342188, 23325149, 239267654, 118729104, 228865952, 170740826, 19774874, 148554053, 71989043]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 71641594, 5971684, 230657332, 153133226]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 104779812, 144825428, 88943520, 63462415]
[188932858, 200934080, 97777798, 41131871, 177611026, 170615717, 80287989, 28940412, 127415989, 201552226, 127608672]
[154551859, 47812082, 16349031, 122909199, 168311413, 97868898, 137421472, 177029857, 221504450, 116207509, 234010438]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 30610306, 17290421, 206530964]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 51264785, 163142708, 54700013, 24841347, 179148473]
[211316160, 37095821, 218824995, 2668282, 69308388, 7611215, 230270253, 200804843, 158093719, 166058171, 140382681]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 62871745, 126816952, 104178375, 243750160]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 108462456, 130620193, 81561426, 229645159]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 217423912, 147134589, 208734893]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 126252266, 44732562, 164949390, 120600373, 103530747]
[204318514, 96260484, 124198569, 82290644, 227716861, 7485663, 220039575, 103003310, 217433884, 34767018, 74689068]
[106261171, 44990710, 84180592, 123440078, 138510609, 86977167, 105846508, 90464343, 241789058, 212889284, 99022275]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 154606583, 158173187, 226179934, 75182368, 79025403]
[121690776, 115201947, 67731008, 121337576, 223274438, 183726923, 25320061, 156975215, 198952966, 118714383, 62867474]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 209121366, 151531254, 130289878, 202940536, 34480933]
[184452350, 117534910, 86206692, 212275701, 208750326, 125164526, 196948852, 153845437, 132764523, 35999687, 54754173]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 146648478, 113487918, 150557957]
[211804832, 138574305, 94342188, 23325149, 239267654, 123812024, 64267331, 62871745, 239629190, 97308165, 96171209]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 224675483, 232435134, 84733697, 148079481, 5523854]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 239552726, 140574248, 191267303, 163848135, 100880705]
[204318514, 96260484, 124198569, 82290644, 146804374, 117498001, 230623437, 227354955, 46880482, 135930050, 107365360]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 60656835, 17572599, 4398086, 147527283]
[28939697, 83720688, 206122823, 229232565, 63268197, 197346838, 147264235, 108441793, 89590782, 60901303, 49379289]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 236887839, 78719667, 127749638, 177618425, 196155393]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 70956795, 177800931, 61159737, 191654590]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 224675483, 232435134, 84733697, 7342715, 146452770]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 171007615, 108792446, 243791753, 82993211, 119630103]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 175338924, 9086470, 122957013, 123925061]
[245186357, 104175749, 170891995, 92128647, 82767641, 20692254, 188570605, 34603281, 147784846, 171026849, 80869542]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 243922797, 196361737]
[28939697, 123364048, 185338091, 38631798, 189340920, 113904821, 217012525, 122842535, 188205627, 90584014, 2953292]
[239554898, 102907710, 132452821, 243389068, 172961109, 101671279, 7693506, 59870040, 161244230, 92899910, 132156391]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 37995856, 38728603, 172354977]
[239208748, 140345608, 11321520, 169990400, 128087118, 162335816, 121638754, 89705002, 139228937, 37139960, 116519345]
[205226715, 161852671, 133516433, 63536486, 139035748, 244146351, 82795769, 199900317, 87741735, 187464494, 187039156]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 46540, 109271461, 162945242, 56914680]
[28939697, 123364048, 231894319, 154778647, 193962753, 221624341, 55762073, 228110018, 179689413, 179996932, 115003590]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 190981949, 51118178, 216280890]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 47033771, 47233316, 171591644, 100859120, 245882074]
[211804832, 138574305, 56455960, 132113199, 84950288, 244765607, 144626762, 225961641, 96839022, 48533998, 231952728]
[239554898, 105465088, 218365829, 203396497, 3343743, 180972551, 244611786, 158934477, 231626088, 149832687, 218085142]
[239208748, 140345608, 11321520, 169990400, 29850833, 106466285, 222696948, 110786112, 237565148, 212820902, 199762616]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 21947116, 43201516, 162578897, 35985057, 175507422]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 148320045, 238737842, 209849445]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 230827673, 232808049, 44649173, 185984877]
[112655291, 19209424, 128847631, 39081452, 6726870, 216748752, 80786264, 247993558, 220191968, 173893714, 161087116]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 34101403, 175424102, 190166525]
[205972194, 61946850, 217597649, 241053092, 63709074, 131080152, 224675483, 181568427, 198245877, 122409868, 35225364]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 230827673, 232808049, 175080041, 195989315]
[106261171, 126184161, 158442460, 135365713, 79605077, 115182029, 28516977, 61293185, 128853651, 16461427, 153413316]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 102020750, 3459523, 16623465, 53182341]
[211804832, 138574305, 56455960, 132113199, 84950288, 244765607, 144626762, 225961641, 96839022, 97242427, 126351427]
[211804832, 138574305, 56455960, 132113199, 84950288, 244765607, 144626762, 225961641, 96839022, 97242427, 143205781]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 78654146, 241801932, 204055980, 1075048, 37434258]
[213112826, 25516838, 152287638, 114775498, 49141311, 165540066, 235599468, 109491739, 119743552, 43533162, 234523070]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 231092366, 224596831, 150655885, 233572093, 105062206]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 5434914, 172837622, 191254324, 80481572, 190398785]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 88958559, 217174569, 208798388, 4044615, 34243074]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 10790489, 113814783, 113800220, 178655725]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 141811451, 96643872, 208737209, 190056447]
[188932858, 115146698, 234256803, 209034558, 68471112, 79138923, 7178783, 197103336, 135376660, 37523893, 7997211]
[139407978, 206633498, 21411166, 153971412, 125313025, 107521706, 19664864, 233342385, 157889829, 194520252]
[245186357, 104175749, 170891995, 92128647, 82767641, 56698018, 158137408, 185853241, 8633032, 219509288, 64699469]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 214360453, 85928735, 194359002, 89555005, 32631740]
[205972194, 61946850, 32802042, 172129796, 159489605, 37610409, 78212502, 79146772, 199271522, 15823205, 98911231]
[22619776, 15424767, 102941135, 61285663, 212578573, 228040875, 207888121, 163192691, 222760386, 154834602, 209758199]
[82212583, 193617759, 234025706, 196862795, 8436367, 9518221, 175779267, 42693559, 67305802, 109176715, 170557814]
[205972194, 86177255, 137657541, 146101519, 33871342, 244227685, 37877535, 50479498, 109835658, 207359768, 164239720]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 222299965, 112334834, 57864010, 2846942]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 60656835, 143376592, 237913066, 94313461]
[28939697, 123364048, 185338091, 38631798, 189340920, 113904821, 217012525, 122842535, 188205627, 90584014, 242460138]
[49431804, 239753856, 105078153, 54419308, 4649185, 233269283, 245677452, 60656835, 17572599, 4398086, 138219114]
[245186357, 51214878, 45978248, 68718653, 95501463, 18237359, 135937542, 247044871, 52542079, 210774849, 118670404]
[139407978, 206633498, 21411166, 153971412, 125313025, 107521706, 19664864, 233342385, 116092722, 97685652]
[211510271, 40815467, 12295450, 74057130, 91055803, 224722603, 7582571, 187773335, 53159555, 168388138, 163410752]
[205972194, 86177255, 137657541, 39857290, 242604136, 23254141, 2669360, 174124019, 197877502, 184015651, 134329751]
[152865647, 34304426, 142969536, 142498073, 1308617, 53092407, 229121187, 110537453, 100354476, 2074861, 148548492]
[76710225, 167739046, 165438592, 117465674, 153838766, 76998540, 30643800, 91554837, 136179587, 137639772, 91790611]
[108906837, 199773189, 71402764, 29015971, 82406962, 227606238, 134560117, 236846284, 121195820, 212142927, 222573587]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 146648478, 76971754, 200580085]
[112655291, 19209424, 232522597, 80081881, 191940355, 20768064, 14529239, 148486465, 88390699, 202741312, 26703108]
[121975721, 42062284, 93893883, 4420759, 46004189, 144780964, 248183294, 189228689, 200557059, 197291167, 122507620]
[141361673, 162202163, 65247730, 57642163, 16303502, 159451693, 8816569, 211782175, 196044972, 171177277, 17656655]
[239554898, 102907710, 132452821, 124460660, 126077318, 58415226, 87739953, 183416293, 68737072, 199845209, 60645532]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 229694818, 60444082, 28180802, 152840345, 72292782]
[181938804, 60690532, 76340025, 79775124, 216604709, 145159642, 194131985, 15922216, 89223706, 84615074, 221110467]
[106261171, 126184161, 158442460, 135365713, 79605077, 115182029, 28516977, 61293185, 128853651, 169971189, 119330398]
[28939697, 123364048, 231894319, 154778647, 193962753, 143903710, 154606583, 244439169, 93307423, 41828376, 110988002]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 240639531, 140069854, 76810877, 62668537, 14253970]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 57522084, 108462456, 130620193, 81561426, 114078650]
[121690776, 115201947, 136745825, 178417372, 97627083, 63008345, 11065761, 84252355, 114322266, 55194459, 28340657]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 74567286, 222880459, 108463607, 129704601]
[211804832, 138574305, 94342188, 23325149, 239267654, 54424579, 231092366, 224596831, 150655885, 70080327, 109232418]
[54792871, 223562163, 178724447, 99504548, 56784500, 130892133, 146003756, 39470416, 186200241, 121854939, 205753434]
[141361673, 190697245, 163142798, 67212929, 188214014, 125664087, 51264785, 163142708, 54700013, 24841347, 28521174]
[245186357, 51214878, 45978248, 195792955, 168729222, 58289814, 97299092, 50983616, 33152473, 220758440, 236585951]
[106261171, 44990710, 84180592, 220734106, 113510156, 161134324, 2526393, 10790489, 113814783, 141871640, 214468347]
[121690776, 115201947, 136745825, 178417372, 175589778, 225969016, 51501538, 75861659, 118384540, 10810185, 81466261]
[10106479, 48368057, 101287106, 26137914, 144997814, 193014708, 124288747, 12178467, 158484909, 88702843, 104152231]
[189558414, 165918446, 240176469, 152623937, 7814976, 79398008, 65512537, 192221673, 215838924, 37376638, 206234695]
[112655291, 19209424, 78637201, 3582407, 43920116, 14868510, 11939676, 92772775, 27706954, 74460696, 22878340]
[213112826, 25516838, 152287638, 114775498, 49141311, 165540066, 235599468, 109491739, 119743552, 4551815, 136032029]
[245186357, 51214878, 45978248, 68718653, 95501463, 66356562, 4198448, 128870494, 101583772, 104599270, 73765863]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 117809432, 57334893, 1541528, 219089772]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 47938141, 114341120, 30610306, 17290421, 158959105]
[188932858, 115146698, 234256803, 209034558, 68471112, 202487706, 46008822, 117809432, 177622664, 19455026, 51308363]
[245186357, 104175749, 170891995, 92128647, 82767641, 86769079, 53476114, 32769569, 219863326, 171261800, 214136452]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 129047552, 130734272, 60364209, 196965676]
[239554898, 102907710, 132452821, 124460660, 126077318, 106213186, 35829210, 63952888, 128213701, 205093983, 5170798]
[139255779, 91820978, 191620793, 47012473, 225750785, 34425498, 245899442, 56343589, 107028446, 81008435, 231387196]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 146648478, 113487918, 234353362]
[245186357, 104175749, 170891995, 212154307, 48930371, 82990612, 162949539, 219262589, 47407452, 2226359, 226537989]
[204318514, 96260484, 124198569, 210335078, 110994899, 140183186, 228894695, 156400005, 113553103, 163163889, 15045005]
[121975721, 42062284, 19586029, 212970628, 190945423, 131867659, 172042741, 178470854, 6688706, 213626005, 94343940]
[205972194, 86177255, 137657541, 216106120, 120372757, 139542613, 234459856, 200819481, 54144565, 160590184, 246408297]
[213112826, 25516838, 152287638, 114775498, 49141311, 136289887, 91659920, 165233418, 15927, 54564350, 241749941]
[245186357, 56476491, 21738255, 97185163, 175878122, 220599173, 49100722, 148492674, 114647031, 121198993, 35685592]
[245186357, 51214878, 45978248, 68718653, 95501463, 13860663, 193348584, 213714104, 174580304, 107008245, 130689391]
[211804832, 138574305, 94342188, 23325149, 239267654, 245431079, 124801332, 120566545, 193594694, 239991136, 18435066]
[245186357, 56476491, 21738255, 97185163, 192049182, 166698876, 186300486, 58611580, 174704100, 210709699, 140883444]
